#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github/PIM/SPGK/spk.exe
#ApplicationArgs=-directory /home/lifxu/Desktop/github/personal/graph_gen/output -platform 1 -gk 0 -option 5 -vertex 0 -gauss 0.1
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
vertex_gauss_multiplim_3__k1_Tahiti1, 238, 2704, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        70.47,         2.73,         0.19,         0.00,         0.00,        19.94,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 239, 2705, 0, {   1280       1       1}, {  128     1     1},         2.34311, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.35,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 240, 2706, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 241, 2707, 0, {     64      64       1}, {   16    16     1},         0.01259, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.95,         0.15,         4.31,        70.65,         1.73,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 242, 2708, 0, {   1280       1       1}, {  128     1     1},         2.35393, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.33,         0.82,      8387.81,        56.45,        16.70,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 243, 2709, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.26,         0.57,        10.31,        19.71,         0.65,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 244, 2710, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.03,         0.24,         4.31,        71.32,         2.68,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 245, 2711, 0, {   1280       1       1}, {  128     1     1},         2.34089, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.47,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 246, 2712, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.70,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 247, 2713, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        70.83,         2.75,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 248, 2714, 0, {   1280       1       1}, {  128     1     1},         2.34281, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.33,         0.82,      8387.00,        56.26,        16.72,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 249, 2715, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 250, 2716, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.03,         0.24,         4.31,        70.52,         2.69,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 251, 2717, 0, {   1280       1       1}, {  128     1     1},         2.34311, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.34,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 252, 2718, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 253, 2719, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.95,         0.15,         4.31,        70.67,         1.80,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 254, 2720, 0, {   1280       1       1}, {  128     1     1},         2.35496, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.32,         0.82,      8389.12,        56.36,        16.69,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 255, 2721, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 256, 2722, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.94,         0.15,         4.31,        71.32,         1.71,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 257, 2723, 0, {   1280       1       1}, {  128     1     1},         2.33704, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.46,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 258, 2724, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 259, 2725, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.00,         0.23,         4.31,        70.78,         2.66,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 260, 2726, 0, {   1280       1       1}, {  128     1     1},         2.43481, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.81,        99.12,        16.24,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 261, 2727, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 262, 2728, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        70.47,         2.77,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 263, 2729, 0, {   1280       1       1}, {  128     1     1},         2.34222, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.37,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 264, 2730, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 265, 2731, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.02,         0.23,         4.31,        70.78,         2.71,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 266, 2732, 0, {   1280       1       1}, {  128     1     1},         2.35333, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.81,        99.12,        16.05,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 267, 2733, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.68,        10.31,        19.71,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 268, 2734, 0, {     64      64       1}, {   16    16     1},         0.01304, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        71.39,         2.79,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 269, 2735, 0, {   1280       1       1}, {  128     1     1},         2.34089, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.86,        78.94,        99.12,        16.49,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 270, 2736, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 271, 2737, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        70.81,         2.70,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 272, 2738, 0, {   1280       1       1}, {  128     1     1},         2.34326, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.41,         0.85,        78.81,        99.12,        16.04,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 273, 2739, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 274, 2740, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.07,         0.24,         4.31,        70.49,         2.83,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 275, 2741, 0, {   1280       1       1}, {  128     1     1},         2.34207, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.34,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 276, 2742, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 277, 2743, 0, {     64      64       1}, {   16    16     1},         0.01259, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.03,         0.24,         4.31,        70.72,         2.68,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 278, 2744, 0, {   1280       1       1}, {  128     1     1},         2.35363, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.41,         0.85,        78.81,        99.12,        16.10,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 279, 2745, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 280, 2746, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        71.37,         2.70,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 281, 2747, 0, {   1280       1       1}, {  128     1     1},         2.33748, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.48,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 282, 2748, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 283, 2750, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         2.98,         0.23,         4.31,        70.78,         2.65,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 284, 2751, 0, {   1280       1       1}, {  128     1     1},         2.35170, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.81,        99.12,        16.17,         0.00,         0.00,         0.00,        64.28,         0.00
reduce__k3_Tahiti1, 285, 2752, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.70,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 286, 2753, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        70.47,         2.73,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 287, 2754, 0, {   1280       1       1}, {  128     1     1},         2.34311, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.32,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 288, 2755, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 289, 2756, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.05,         0.24,         4.31,        70.81,         2.71,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 290, 2757, 0, {   1280       1       1}, {  128     1     1},         2.35407, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.41,         0.85,        78.81,        99.12,        16.02,         0.00,         0.00,         0.00,        64.28,         0.00
reduce__k3_Tahiti1, 291, 2821, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 292, 2823, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.10,         0.24,         4.31,        71.47,         2.75,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 293, 2824, 0, {   1280       1       1}, {  128     1     1},         2.34044, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.53,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 294, 2825, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.70,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 295, 2828, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.00,         0.23,         4.31,        70.69,         2.65,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 296, 2829, 0, {   1280       1       1}, {  128     1     1},         2.34504, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.86,        78.81,        99.12,        16.13,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 297, 2830, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 298, 2831, 0, {     64      64       1}, {   16    16     1},         0.01274, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.03,         0.24,         4.31,        70.38,         2.74,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 299, 2832, 0, {   1280       1       1}, {  128     1     1},         2.34326, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.27,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 300, 2833, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 301, 2834, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        70.76,         2.76,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 302, 2835, 0, {   1280       1       1}, {  128     1     1},         2.35467, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.81,        99.12,        16.16,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 303, 2836, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 304, 2838, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.07,         0.24,         4.31,        71.43,         2.72,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 305, 2839, 0, {   1280       1       1}, {  128     1     1},         2.33674, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.38,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 306, 2840, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 307, 2841, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.03,         0.24,         4.31,        70.81,         2.69,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 308, 2842, 0, {   1280       1       1}, {  128     1     1},         2.34963, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.33,         0.82,      8395.56,        56.43,        16.84,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 309, 2843, 0, {   1280       1       1}, {  128     1     1},         0.01067, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        30.71,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 310, 2844, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         1.93,         0.15,         4.31,        70.49,         1.70,         0.12,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 311, 2845, 0, {   1280       1       1}, {  128     1     1},         2.34370, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.42,         0.85,        78.94,        99.12,        16.34,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 312, 2846, 0, {   1280       1       1}, {  128     1     1},         0.00933, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        27.39,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 313, 2848, 0, {     64      64       1}, {   16    16     1},         0.01289, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        70.76,         2.79,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 314, 2849, 0, {   1280       1       1}, {  128     1     1},         2.43407, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.41,         0.85,        78.81,        99.12,        15.98,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 315, 2850, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        19.71,         0.78,         0.02,         0.00,         0.02,         0.00,         0.00
vertex_gauss_multiplim_3__k1_Tahiti1, 316, 2851, 0, {     64      64       1}, {   16    16     1},         0.01304, 0, 18, 28, 0, NA,        64.00,       106.69,         8.06,         4.88,        13.25,         0.81,         0.00,        77.75,         3.04,         0.24,         4.31,        71.41,         2.69,         0.19,         0.00,         0.00,         0.00,         0.00
edge_kernel_multipim_3__k2_Tahiti1, 317, 2852, 0, {   1280       1       1}, {  128     1     1},         2.41822, 0, 17, 52, 0, NA,        20.00,     53924.00,     14705.00,     12255.00,        25.00,         1.00,         0.00,        95.70,         2.43,         0.86,        78.94,        99.12,        16.46,         0.00,         0.00,         0.00,         0.00,         0.00
reduce__k3_Tahiti1, 318, 2853, 0, {   1280       1       1}, {  128     1     1},         0.00919, 1024, 8, 16, 0, NA,        20.00,        43.50,        52.50,         1.00,         8.50,         0.50,        24.00,        53.14,         0.31,         0.69,        10.31,        23.74,         0.79,         0.02,         0.00,         0.02,         0.00,         0.00
